J1 [rad],J2 [rad],J3 [rad],J4 [rad],J5 [rad],J6 [rad],,Electrical Power [W],,J1 [W], J2 [W],J3 [W],J4 [W],J5 [W],J6 [W]
-0.956012824,0.162714952,0.339522739,0.066656044,2.044565952,0.370653828,,225.2058529,,86.11098524,60.71189704,17.05011981,49.24493367,12.08791718,0
-0.954279712,0.160253688,0.331169942,0.089268181,2.033134046,0.309698204,,234.8473174,,41.8458769,87.46299579,28.20447685,61.62692469,15.70704317,0
-0.954023149,0.157229731,0.321816025,0.115335371,2.020113889,0.253460205,,196.9420972,,15.12619693,82.01897529,15.76854962,69.03178191,14.99659344,0
-0.955051148,0.153714812,0.31158473,0.144417269,2.005714923,0.201337692,,263.9926798,,61.93322892,90.97337677,14.64575491,79.56198009,16.87833909,0
-0.9573672,0.149708758,0.300479724,0.176513874,1.989919693,0.153334331,,341.3951736,,113.4429264,102.0640692,14.78914878,91.42751579,19.67151346,0
-0.960995739,0.145201271,0.288481632,0.21168924,1.9727282,0.109533199,,483.1671791,,190.2851126,132.7556231,26.12449766,108.1058857,25.89605999,0
-0.966100828,0.140131264,0.275482246,0.250318612,1.953948457,0.070449866,,482.1467808,,225.0546554,109.7064042,4.664354488,116.436466,26.28490065,0
-0.972490478,0.134570121,0.261605656,0.291963913,1.933772451,0.035483591,,556.7989998,,283.6898996,111.3916239,1.299928236,129.1982922,31.21925574,0
-0.980168181,0.128518018,0.246855181,0.336623398,1.912235088,0.00463453,,657.1576983,,354.0310097,115.8082229,5.972569982,143.1312257,38.21467003,0
-0.989158372,0.121964655,0.231213191,0.384359899,1.889266555,-0.02202239,,817.538136,,462.1029516,141.1630582,0.854567541,163.086822,50.33073664,0
-0.999576243,0.114858024,0.214572873,0.435513754,1.864744679,-0.044260852,,775.8873377,,441.5056322,73.92763406,42.33664606,165.9041012,52.21332415,0
-1.01111636,0.107310347,0.197130925,0.489407776,1.838948713,-0.06314322,,778.6805916,,450.1985387,29.1225496,71.81759951,169.3374211,58.20448275,0
-1.02362688,0.099380793,0.178992241,0.5456737,1.812070643,-0.079122407,,805.031209,,452.288026,17.29376703,100.0775516,170.434543,64.93732131,0
-1.036969922,0.091123466,0.160259797,0.603976424,1.784250094,-0.092611359,,886.8607627,,463.9583997,56.36947553,122.1611524,170.9364731,73.43526185,0
-1.051051238,0.082575716,0.140997471,0.664082072,1.755591788,-0.103892818,,924.6344664,,385.9892111,140.7918895,163.8920306,159.529504,74.43183113,0
-1.065605539,0.073841739,0.121396027,0.725344874,1.726411628,-0.113759164,,956.7137813,,343.4524737,196.8499642,187.7310418,150.8776951,77.80260655,0
-1.08048098,0.06498175,0.101565771,0.787391329,1.69686844,-0.122662787,,965.2078659,,274.5834444,263.2797101,214.0536078,136.2682541,77.02284945,0
-1.095497793,0.056072367,0.08165296,0.849729254,1.667192607,-0.131038971,,942.8442099,,161.2194914,352.3467062,249.6109901,111.3662373,68.30078493,0
-1.110416867,0.04722826,0.061892342,0.911599431,1.637741921,-0.139232419,,918.9058861,,98.3955095,401.2323203,263.1581792,94.31197014,61.80790704,0
-1.125086796,0.038533794,0.042491066,0.972427791,1.608780364,-0.147256309,,879.3509535,,34.05242551,442.6779927,272.1136727,78.07564059,52.43122191,0
-1.139425611,0.030036463,0.02354153,1.031879316,1.580470999,-0.155083568,,885.1392419,,29.08678345,475.3674034,276.5426908,63.32565638,40.81670794,0
-1.153351344,0.021783762,0.005136134,1.089618984,1.552976889,-0.162687126,,941.4844095,,88.28202275,498.3580896,276.6147682,50.39821713,27.83131187,0
-1.166782026,0.013823188,-0.012632724,1.145311775,1.526461099,-0.170039912,,978.2826639,,140.8896635,511.0735774,272.5106753,39.36061546,14.44813214,0
-1.17963569,0.006202236,-0.029672645,1.19862267,1.501086692,-0.177114853,,994.043369,,184.6337438,513.3016771,264.3794552,30.09759364,1.630899282,0
-1.191830368,-0.001031599,-0.045891229,1.249216649,1.477016732,-0.183884879,,1007.53919,,217.8213414,505.195372,252.3384296,22.39940121,9.784645644,0
-1.203284092,-0.007830821,-0.061196078,1.29675869,1.454414282,-0.190322919,,998.4337233,,239.4824424,487.2683713,236.4936008,16.0346741,19.15463465,0
-1.213914892,-0.014147936,-0.075494793,1.340913775,1.433442405,-0.196401901,,963.5779271,,249.426717,460.3754007,216.9500041,10.79840306,26.0274023,0
-1.223803928,-0.020041267,-0.089048095,1.382063403,1.413952314,-0.202337766,,971.5997423,,282.3659583,446.618592,204.8776011,1.917318927,35.82027192,0
-1.232865677,-0.025470812,-0.101878708,1.41989865,1.396120285,-0.208231742,,836.7983583,,233.0268698,387.6361127,177.5919152,6.74350184,31.79995866,0
-1.24120486,-0.030501898,-0.114169666,1.454859341,1.379747351,-0.214195532,,785.2068745,,224.7150295,358.0415826,165.0079198,4.184702172,33.25764047,0
-1.248819732,-0.035142204,-0.125996017,1.486969908,1.364840494,-0.220312911,,748.0392038,,219.09518,334.0172863,159.0327232,1.347127782,34.5468866,0
-1.255691093,-0.039388765,-0.137379927,1.516167521,1.35143811,-0.226632749,,754.2258728,,229.1225329,320.5611746,160.5030943,6.244625108,37.79444589,0
-1.261736914,-0.043203008,-0.148268338,1.542124058,1.339714734,-0.233181224,,642.12793,,180.1627288,276.543999,150.9410671,3.313726583,31.16640859,0
-1.267058422,-0.046645146,-0.158717275,1.565240944,1.329464415,-0.239928667,,592.3539584,,161.6245188,251.3530514,147.3915301,3.129404532,28.85545351,0
-1.27165562,-0.049722685,-0.168719233,1.585518179,1.320687154,-0.246875077,,545.6386506,,145.0023176,228.1813581,144.3848763,1.670770227,26.39932825,0
-1.275511052,-0.052435276,-0.178253618,1.60288246,1.313423094,-0.254025691,,514.6348867,,134.4398736,209.3800295,143.4365535,2.96074415,24.41768593,0
-1.278542689,-0.054754644,-0.187257946,1.617012645,1.307841531,-0.261404943,,408.6829393,,88.73771334,169.4965487,130.1597292,3.669249947,16.61969805,0
-1.280884921,-0.056760376,-0.195818437,1.628442807,1.303670194,-0.268986654,,340.6588894,,60.05543317,142.1163295,121.1782281,5.913430775,11.39546788,0
-1.282619778,-0.058504309,-0.203972266,1.637488848,1.300748513,-0.276746388,,286.9197921,,38.15826333,120.4529675,114.0834825,7.025605534,7.199473274,0
-1.283825801,-0.060035661,-0.211740029,1.644454457,1.298914172,-0.284647493,,245.8557189,,22.78445473,104.155167,108.2890625,6.626885861,4.000148891,0
-1.284557093,-0.061395622,-0.219117186,1.649542092,1.298062451,-0.292644592,,203.1599214,,9.024786605,86.98586664,98.17084393,7.626046928,1.352377282,0
-1.284970737,-0.06265924,-0.226191006,1.65337309,1.297863484,-0.300678342,,180.8144603,,3.448118913,78.12285739,92.00256154,7.00265304,0.238269395,0
-1.285159232,-0.063871371,-0.232996917,1.656293026,1.298139246,-0.308705111,,166.0786792,,0.8457029,71.92344448,86.10783796,6.446124534,0.755569338,0
-1.285209847,-0.065075997,-0.239578205,1.658638748,1.298706478,-0.316688247,,151.7765617,,0.065071299,66.60412769,78.0492283,6.25268583,0.805448562,0
-1.285209847,-0.06633054,-0.246022309,1.660778522,1.299388901,-0.324646949,,146.8839001,,2.54E-05,66.73882444,73.09817346,6.301651467,0.745225245,0
-1.285209847,-0.067653325,-0.252398172,1.662909569,1.300088778,-0.33260565,,149.4860607,,2.82E-05,70.10797928,72.33292691,6.2659763,0.779150061,0
-1.285209847,-0.069045051,-0.258708584,1.66503538,1.300804363,-0.340562606,,152.0330924,,3.42E-05,73.45521953,71.53767322,6.225644472,0.814520937,0
-1.285209847,-0.070507462,-0.264951801,1.667154209,1.301537402,-0.348521308,,154.3213738,,5.33E-05,76.53220106,70.75030736,6.190252383,0.848559671,0
-1.285209847,-0.072048588,-0.271119795,1.669269549,1.302287893,-0.356480009,,158.170121,,3.66E-05,81.16017682,69.97095961,6.147471992,0.891475965,0
-1.285208101,-0.073659003,-0.27722199,1.671377906,1.303054093,-0.36443871,,161.1238111,,2.72E-05,84.82063893,69.26473651,6.108441897,0.929966602,0
-1.285208101,-0.075338359,-0.283258735,1.673481028,1.303836,-0.372397412,,163.8612228,,3.33E-05,88.34096998,68.4832433,6.068458417,0.968517791,0
-1.285208101,-0.077088924,-0.289229506,1.675577168,1.304635361,-0.380357859,,166.2103193,,4.66E-05,91.50852639,67.66736733,6.029861563,1.004517404,0
-1.285208101,-0.078918553,-0.295124705,1.677668073,1.305452175,-0.388320051,,170.4553853,,2.65E-05,96.53557715,66.88336771,5.984659022,1.051754961,0
-1.285208101,-0.080817471,-0.30095585,1.679753741,1.306284697,-0.396282243,,173.6030229,,2.63E-05,100.389726,66.17534582,5.94489319,1.093031617,0
-1.285208101,-0.082786028,-0.306720847,1.681832428,1.307132927,-0.404244435,,176.5384389,,3.23E-05,104.1330658,65.36976191,5.901978925,1.133599869,0
-1.285208101,-0.08482562,-0.312420045,1.683904134,1.307996865,-0.412208372,,179.0259424,,4.49E-05,107.4350855,64.55551934,5.862107592,1.173185107,0
-1.285208101,-0.086944973,-0.318042972,1.685970604,1.308880002,-0.420174055,,183.655835,,2.98E-05,112.8636183,63.75463809,5.814274086,1.223274756,0
-1.285208101,-0.089133965,-0.323603242,1.688030093,1.309778847,-0.428141483,,187.0714125,,3.36E-05,116.9973339,63.0336854,5.773361821,1.266997843,0
-1.285208101,-0.09139277,-0.329097189,1.6900826,1.310693399,-0.436108911,,190.2230719,,3.09E-05,120.9581409,62.22578126,5.728327735,1.310791111,0
-1.285208101,-0.093723308,-0.33452464,1.692128126,1.31162366,-0.444078084,,192.9032973,,4.29E-05,124.4780423,61.3869307,5.685684559,1.352596829,0
-1.285206356,-0.096133433,-0.339877739,1.694168416,1.312571373,-0.452049003,,197.9064703,,2.44E-05,130.2756081,60.58844651,5.636798753,1.405592606,0
-1.285206356,-0.098613721,-0.345164167,1.696199979,1.313534795,-0.460019922,,201.6465211,,2.37E-05,134.7547674,59.84587253,5.593239165,1.452618321,0
-1.285206356,-0.101163996,-0.350387588,1.698224561,1.314513925,-0.467992586,,205.0535195,,2.93E-05,138.9763763,59.03180172,5.54683375,1.498478455,0
-1.285206356,-0.103786179,-0.355544338,1.700242161,1.315510508,-0.47596525,,207.9430862,,4.57E-05,142.7044931,58.19386135,5.501795723,1.542890338,0
-1.285206356,-0.106488472,-0.360624468,1.702251035,1.316522799,-0.483941404,,213.3750795,,3.12E-05,148.9563972,57.36874496,5.451962068,1.597944134,0
-1.285206356,-0.109261102,-0.365641242,1.704254673,1.317552543,-0.491917559,,217.4616552,,2.21E-05,153.7850896,56.62254719,5.405897828,1.648098411,0
-1.285206356,-0.112104069,-0.370592916,1.706249585,1.31859625,-0.499893714,,221.1630241,,2.71E-05,158.3234483,55.78707551,5.356386391,1.696086737,0
-1.285206356,-0.115019118,-0.375475998,1.708235769,1.319655665,-0.507871614,,224.2747311,,3.86E-05,162.2658867,54.95457665,5.311706691,1.742522358,0
-1.285206356,-0.118014277,-0.380284206,1.710214973,1.320734278,-0.515849514,,230.2529621,,2.11E-05,169.0631583,54.12986409,5.25868172,1.80123684,0
-1.285206356,-0.121079948,-0.385028883,1.712183704,1.321826854,-0.523829159,,234.5097525,,2.07E-05,174.127581,53.32065176,5.209494206,1.852004851,0
-1.285206356,-0.124216305,-0.389706366,1.7141472,1.322935138,-0.531808804,,238.7722519,,2.49E-05,179.1606321,52.54668139,5.161732834,1.903180655,0
-1.285204611,-0.127424743,-0.394315257,1.716100223,1.32405913,-0.539790195,,241.9334168,,3.61E-05,183.2292316,51.64206947,5.111503048,1.950576561,0
-1.285204611,-0.130713467,-0.398850844,1.71804452,1.325200576,-0.54776984,,248.5730358,,1.92E-05,190.6554094,50.84554683,5.059442443,2.012617938,0
-1.285204611,-0.134072877,-0.403319236,1.719981835,1.326355984,-0.555751231,,254.1232674,,1.69E-05,196.7851723,50.2528404,5.016303686,2.068934146,0
-1.285204611,-0.137499831,-0.407718338,1.721906933,1.327525354,-0.563723895,,266.2713327,,6.76E-06,207.7562136,51.32304994,5.038471545,2.153590817,0
-1.285204611,-0.140970593,-0.412016037,1.723807597,1.328701706,-0.571633727,,285.0470633,,1.25E-05,223.7002922,53.97936836,5.107731585,2.259658664,0
-1.285204611,-0.144435944,-0.416139377,1.725654155,1.329865841,-0.579358555,,297.7767222,,4.40E-05,236.0210195,54.3915125,5.043127317,2.32101889,0
-1.285204611,-0.14784335,-0.420062354,1.727429155,1.331003796,-0.586812856,,306.1090851,,9.33E-05,244.4837715,54.3396077,4.936422795,2.349189705,0
-1.285204611,-0.151142721,-0.423739064,1.729111653,1.332096372,-0.593905874,,311.4688479,,0.000171025,250.575222,53.76243964,4.782287937,2.348727268,0
-1.285204611,-0.15427611,-0.427126225,1.730673722,1.333129607,-0.600531144,,316.6083992,,0.000323221,256.4193178,53.25923525,4.602216386,2.327306501,0
-1.285204611,-0.157157998,-0.43014355,1.732082203,1.334072084,-0.606522859,,290.5230526,,0.000321517,237.5829432,46.6783979,4.118285665,2.143104347,0
-1.285204611,-0.159786289,-0.432829786,1.733344076,1.334929041,-0.611915926,,267.258802,,0.000335869,220.1778427,41.40564976,3.702900665,1.972073003,0
-1.285204611,-0.162150163,-0.435190519,1.734464577,1.335695241,-0.616712091,,243.9345465,,0.000365053,202.3279071,36.5042754,3.30465135,1.79734758,0
-1.285202865,-0.164233039,-0.43723011,1.735436726,1.336368938,-0.6208939,,222.363918,,0.000414081,185.6044578,32.20499257,2.93042847,1.623625068,0
-1.285202865,-0.165992855,-0.438919065,1.736248304,1.33693617,-0.62439154,,185.3324836,,0.000309827,155.8952702,25.62636156,2.437734294,1.372807706,0
-1.285202865,-0.167462073,-0.440310442,1.736920256,1.337409154,-0.627290532,,157.3275866,,0.000354371,133.2302713,20.87666653,2.050444265,1.169850104,0
-1.285202865,-0.16863476,-0.441408429,1.737450836,1.3377844,-0.629592621,,128.791312,,0.000350201,109.9227519,16.23588819,1.669714039,0.962607708,0
-1.285202865,-0.169504981,-0.442215469,1.737843535,1.338061907,-0.631292572,,98.84052379,,0.000311986,85.25334378,11.55254545,1.2860068,0.748315779,0
-1.285202865,-0.170077274,-0.442742733,1.738100098,1.338245167,-0.632407837,,67.07668578,,0.000154277,58.63951827,6.99270587,0.911117549,0.533189816,0
-1.285202865,-0.17046609,-0.443100773,1.73827434,1.338369667,-0.633165165,,45.86595825,,6.96E-05,40.75802097,4.07016035,0.653182789,0.384524519,0
-1.285202865,-0.170703411,-0.443319107,1.738380618,1.338445651,-0.633626991,,32.19923854,,2.78E-05,29.16425906,2.266316165,0.482804463,0.285831038,0
-1.285202865,-0.170821221,-0.443427255,1.73843329,1.338483362,-0.633855754,,23.88490855,,9.38E-06,22.06466512,1.218416641,0.377430909,0.224386495,0
-1.285202865,-0.170851502,-0.443454736,1.738446712,1.338493045,-0.63391389,,19.31448224,,2.45E-06,18.13092833,0.674064479,0.319346886,0.190140084,0
-1.285202865,-0.170826239,-0.443431068,1.738435243,1.338484942,-0.633863837,,17.30913451,,4.20E-07,16.34826409,0.489222774,0.296553671,0.17509356,0
-1.285202865,-0.170777413,-0.44338577,1.738413239,1.338469296,-0.63376803,,17.270431,,2.92E-08,16.29597095,0.502522389,0.296646981,0.175290658,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170737009,-0.443348362,1.738395059,1.338456351,-0.633688909,,16.91829343,,6.42E-35,15.99571409,0.45804579,0.29188956,0.172643987,0
-1.285202865,-0.170780147,-0.443388126,1.738414548,1.338470314,-0.633772394,,18.31184341,,4.66E-08,17.17394321,0.643334567,0.310902984,0.183662599,0
